Plot Title: Rosetteday27112017,,,,
#,"Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 10585802, SEN S/N: 10585802)","Temp, °C (LGR S/N: 10585802, SEN S/N: 10585802)",site_id
1,12/03/2017 10:00,102.38,20.234,Nahariya45
2,12/03/2017 10:00,102.376,20.329,Nahariya45
3,12/03/2017 10:00,102.38,20.234,Nahariya45
4,12/03/2017 10:00,102.38,20.234,Nahariya45
5,12/03/2017 10:00,102.444,20.234,Nahariya45
6,12/03/2017 10:00,102.38,20.234,Nahariya45
7,12/03/2017 10:00,102.38,20.234,Nahariya45
8,12/03/2017 10:00,102.444,20.234,Nahariya45
9,12/03/2017 10:00,102.444,20.234,Nahariya45
10,12/03/2017 10:00,102.376,20.329,Nahariya45
11,12/03/2017 10:00,102.376,20.329,Nahariya45
12,12/03/2017 10:00,102.376,20.329,Nahariya45
13,12/03/2017 10:00,102.376,20.329,Nahariya45
14,12/03/2017 10:00,102.376,20.329,Nahariya45
15,12/03/2017 10:00,102.312,20.329,Nahariya45
16,12/03/2017 10:00,102.376,20.329,Nahariya45
17,12/03/2017 10:00,102.376,20.329,Nahariya45
18,12/03/2017 10:00,102.376,20.329,Nahariya45
19,12/03/2017 10:00,102.376,20.329,Nahariya45
20,12/03/2017 10:00,102.376,20.329,Nahariya45
21,12/03/2017 10:00,102.376,20.329,Nahariya45
22,12/03/2017 10:00,102.312,20.329,Nahariya45
23,12/03/2017 10:00,102.312,20.329,Nahariya45
24,12/03/2017 10:00,102.312,20.329,Nahariya45
25,12/03/2017 10:00,102.312,20.329,Nahariya45
26,12/03/2017 10:00,102.312,20.329,Nahariya45
27,12/03/2017 10:00,102.376,20.329,Nahariya45
28,12/03/2017 10:00,102.312,20.329,Nahariya45
29,12/03/2017 10:00,102.312,20.329,Nahariya45
30,12/03/2017 10:00,102.312,20.329,Nahariya45
31,12/03/2017 10:00,102.247,20.329,Nahariya45
32,12/03/2017 10:00,102.312,20.329,Nahariya45
33,12/03/2017 10:00,102.312,20.329,Nahariya45
34,12/03/2017 10:00,102.247,20.329,Nahariya45
35,12/03/2017 10:00,102.312,20.329,Nahariya45
36,12/03/2017 10:00,102.312,20.329,Nahariya45
37,12/03/2017 10:00,102.247,20.329,Nahariya45
38,12/03/2017 10:00,102.312,20.329,Nahariya45
39,12/03/2017 10:00,102.247,20.329,Nahariya45
40,12/03/2017 10:00,102.247,20.329,Nahariya45
41,12/03/2017 10:00,102.312,20.329,Nahariya45
42,12/03/2017 10:00,102.247,20.329,Nahariya45
43,12/03/2017 10:00,102.247,20.329,Nahariya45
44,12/03/2017 10:00,102.312,20.329,Nahariya45
45,12/03/2017 10:00,102.247,20.329,Nahariya45
46,12/03/2017 10:00,102.247,20.329,Nahariya45
47,12/03/2017 10:00,102.247,20.329,Nahariya45
48,12/03/2017 10:00,102.247,20.329,Nahariya45
49,12/03/2017 10:00,102.312,20.329,Nahariya45
50,12/03/2017 10:00,102.247,20.329,Nahariya45
51,12/03/2017 10:00,102.247,20.329,Nahariya45
52,12/03/2017 10:00,102.247,20.329,Nahariya45
53,12/03/2017 10:00,102.247,20.329,Nahariya45
54,12/03/2017 10:00,102.247,20.329,Nahariya45
55,12/03/2017 10:00,102.247,20.329,Nahariya45
56,12/03/2017 10:00,102.247,20.329,Nahariya45
57,12/03/2017 10:00,102.247,20.329,Nahariya45
58,12/03/2017 10:00,102.247,20.329,Nahariya45
59,12/03/2017 10:00,102.183,20.329,Nahariya45
60,12/03/2017 10:00,102.247,20.329,Nahariya45
61,12/03/2017 10:01,102.247,20.329,Nahariya45
62,12/03/2017 10:01,102.183,20.329,Nahariya45
63,12/03/2017 10:01,102.247,20.329,Nahariya45
64,12/03/2017 10:01,102.247,20.329,Nahariya45
65,12/03/2017 10:01,102.247,20.329,Nahariya45
66,12/03/2017 10:01,102.247,20.329,Nahariya45
67,12/03/2017 10:01,102.247,20.329,Nahariya45
68,12/03/2017 10:01,102.247,20.329,Nahariya45
69,12/03/2017 10:01,102.312,20.329,Nahariya45
70,12/03/2017 10:01,102.247,20.329,Nahariya45
71,12/03/2017 10:01,102.312,20.329,Nahariya45
72,12/03/2017 10:01,102.312,20.329,Nahariya45
73,12/03/2017 10:01,102.312,20.329,Nahariya45
74,12/03/2017 10:01,102.312,20.329,Nahariya45
75,12/03/2017 10:01,102.376,20.329,Nahariya45
76,12/03/2017 10:01,102.312,20.329,Nahariya45
77,12/03/2017 10:01,102.312,20.329,Nahariya45
78,12/03/2017 10:01,102.312,20.329,Nahariya45
79,12/03/2017 10:01,102.312,20.329,Nahariya45
80,12/03/2017 10:01,102.247,20.329,Nahariya45
81,12/03/2017 10:01,102.312,20.329,Nahariya45
82,12/03/2017 10:01,102.247,20.329,Nahariya45
83,12/03/2017 10:01,102.312,20.329,Nahariya45
84,12/03/2017 10:01,102.312,20.329,Nahariya45
85,12/03/2017 10:01,102.312,20.329,Nahariya45
86,12/03/2017 10:01,102.247,20.329,Nahariya45
87,12/03/2017 10:01,102.247,20.329,Nahariya45
88,12/03/2017 10:01,102.247,20.329,Nahariya45
89,12/03/2017 10:01,102.247,20.329,Nahariya45
90,12/03/2017 10:01,102.247,20.329,Nahariya45
91,12/03/2017 10:01,102.247,20.329,Nahariya45
92,12/03/2017 10:01,102.247,20.329,Nahariya45
93,12/03/2017 10:01,102.312,20.329,Nahariya45
94,12/03/2017 10:01,102.312,20.329,Nahariya45
95,12/03/2017 10:01,102.183,20.329,Nahariya45
96,12/03/2017 10:01,102.247,20.329,Nahariya45
97,12/03/2017 10:01,102.247,20.329,Nahariya45
98,12/03/2017 10:01,102.183,20.329,Nahariya45
99,12/03/2017 10:01,102.247,20.329,Nahariya45
100,12/03/2017 10:01,102.247,20.329,Nahariya45
101,12/03/2017 10:01,102.312,20.329,Nahariya45
102,12/03/2017 10:01,102.247,20.329,Nahariya45
103,12/03/2017 10:01,102.312,20.329,Nahariya45
104,12/03/2017 10:01,102.312,20.329,Nahariya45
105,12/03/2017 10:01,102.247,20.329,Nahariya45
106,12/03/2017 10:01,102.312,20.329,Nahariya45
107,12/03/2017 10:01,102.247,20.329,Nahariya45
108,12/03/2017 10:01,102.247,20.329,Nahariya45
109,12/03/2017 10:01,102.247,20.329,Nahariya45
110,12/03/2017 10:01,102.247,20.329,Nahariya45
111,12/03/2017 10:01,102.312,20.329,Nahariya45
112,12/03/2017 10:01,102.247,20.329,Nahariya45
113,12/03/2017 10:01,102.312,20.329,Nahariya45
114,12/03/2017 10:01,102.312,20.329,Nahariya45
115,12/03/2017 10:01,102.312,20.329,Nahariya45
116,12/03/2017 10:01,102.312,20.329,Nahariya45
117,12/03/2017 10:01,102.312,20.329,Nahariya45
118,12/03/2017 10:01,102.312,20.329,Nahariya45
119,12/03/2017 10:01,102.376,20.329,Nahariya45
120,12/03/2017 10:01,102.312,20.329,Nahariya45
121,12/03/2017 10:02,102.312,20.329,Nahariya45
122,12/03/2017 10:02,102.376,20.329,Nahariya45
123,12/03/2017 10:02,102.312,20.329,Nahariya45
124,12/03/2017 10:02,102.312,20.329,Nahariya45
125,12/03/2017 10:02,102.312,20.329,Nahariya45
126,12/03/2017 10:02,102.247,20.329,Nahariya45
127,12/03/2017 10:02,102.312,20.329,Nahariya45
