site_id,sample_date,avg_temp
Achziv45,23/12/2015,20.71995745
Achziv45,26/05/2016,23.24069231
Achziv45,15/11/2017,23.53495238
Achziv45,06/12/2016,20.86825714
Achziv45,04/05/2017,19.54678125
Achziv45,21/11/2018,23.23824
Nahariya45,25/05/2017,23.32466667
Nahariya45,01/06/2016,23.28614634
Nahariya45,03/12/2017,22.72663158
SdotYam45,25/11/2015,23.028
SdotYam45,18/05/2016,20.16897619
SdotYam45,11/05/2017,21.61354545
SdotYam45,10/12/2017,21.60790909
