Site,Year,Month,Day,Hour,Av. Temperature [C˚],Av. Fluorescence ~[mg/m3],Av. Turbidity [NTU]
Hadera,2015,4,22,4,20.53,0.49,0.44
Hadera,2015,4,22,5,20.45,0.45,0.46
Hadera,2015,4,22,6,20.41,0.44,0.55
Hadera,2015,4,22,7,20.38,0.43,0.43
Hadera,2015,4,22,8,20.38,0.49,0.44
Hadera,2015,4,22,9,20.39,0.46,0.42
Hadera,2015,4,22,10,20.6,0.62,0.46
Hadera,2015,4,22,11,20.79,0.7,0.46
Hadera,2015,4,22,12,20.74,0.62,0.45
Hadera,2015,4,22,13,20.78,0.59,0.47
Hadera,2015,4,22,14,20.87,0.63,0.53
Hadera,2015,4,22,15,20.95,0.75,1.33
Hadera,2015,4,22,16,20.88,0.59,1.03
Hadera,2015,4,22,17,20.84,0.56,0.77
Hadera,2015,4,22,18,20.73,0.56,1.04
Hadera,2015,4,22,19,20.67,0.5,0.59
Hadera,2015,4,22,20,20.68,0.49,0.66
Hadera,2015,4,22,21,20.76,0.56,0.84
Hadera,2015,4,22,22,20.81,0.53,0.76
Hadera,2015,4,22,23,20.76,0.57,0.67
Hadera,2015,4,23,0,20.71,0.59,0.59
Hadera,2015,4,23,1,20.71,0.65,0.85
Hadera,2015,4,23,2,20.65,0.66,0.97
Hadera,2015,4,23,3,20.52,0.59,0.86
Hadera,2015,4,23,4,20.39,0.55,0.83
Hadera,2015,4,23,5,20.38,0.58,0.68
Hadera,2015,4,23,6,20.41,0.67,1.18
Hadera,2015,4,23,7,20.36,0.65,1.5
Hadera,2015,4,23,8,20.37,0.72,1.52
Hadera,2015,4,23,9,20.35,0.76,1.66
Hadera,2015,4,23,10,20.25,0.69,1.84
Hadera,2015,4,23,11,20.24,0.68,2.7
Hadera,2015,4,23,12,20.23,7.19,5.14
Hadera,2015,4,23,13,20.31,0.73,1.64
Hadera,2015,4,23,14,20.28,0.66,1.19
Hadera,2015,4,23,15,20.3,0.66,1.6
Hadera,2015,4,23,16,20.29,0.71,1.75
Hadera,2015,4,23,17,20.23,0.69,1.61
Hadera,2015,4,23,18,20.18,0.72,1.77
Hadera,2015,4,23,19,20.18,0.71,2.32
Hadera,2015,4,23,20,20.15,0.72,3.07
Hadera,2015,5,7,7,19.65,0.03,0.08
Hadera,2015,5,7,8,19.93,0.07,0.11
Hadera,2015,5,7,9,21.21,0.11,0.14
Hadera,2015,5,7,10,21.58,0.11,0.16
Hadera,2015,5,7,11,21.5,0.15,0.17
Hadera,2015,5,7,12,21.19,0.19,0.16
Hadera,2015,5,7,13,21.42,0.21,0.12
Hadera,2015,5,7,14,21.39,0.24,0.12
Hadera,2015,5,7,15,21.34,0.3,0.13
Hadera,2015,5,7,16,20.91,0.34,0.11
Hadera,2015,5,7,17,20.1,0.28,0.12
Hadera,2015,5,7,18,19.97,0.13,0.08
Hadera,2015,5,7,19,19.73,0.08,0.08
Hadera,2015,5,7,20,19.7,0.07,0.08
Hadera,2015,5,7,21,19.56,0.07,0.07
Hadera,2015,5,7,22,19.49,0.09,0.1
Hadera,2015,5,7,23,19.5,0.12,0.12
Hadera,2015,5,8,0,19.54,0.11,0.12
Hadera,2015,5,8,1,19.58,0.12,0.14
Hadera,2015,5,8,2,19.62,0.1,0.1
Hadera,2015,5,8,3,19.65,0.1,0.11
Hadera,2015,5,8,4,19.67,0.11,0.11
Hadera,2015,5,8,5,19.7,0.11,0.1
Hadera,2015,5,8,6,19.9,0.09,0.07
Hadera,2015,5,8,7,19.91,0.09,0.07
Hadera,2015,5,8,8,20.2,0.09,0.06
Hadera,2015,5,8,9,21.23,0.14,0.08
Hadera,2015,5,8,10,22.2,0.15,0.1
Hadera,2015,5,8,11,22.12,0.18,0.08
Hadera,2015,5,8,12,21.98,0.23,0.06
Hadera,2015,5,8,13,21.9,0.25,0.06
Hadera,2015,5,8,14,21.91,0.27,0.06
Hadera,2015,5,8,15,21.82,0.25,0.06
Hadera,2015,5,8,16,20.84,0.39,0.12
Hadera,2015,5,8,17,20.15,0.21,0.09
Hadera,2015,5,8,18,19.93,0.1,0.07
Hadera,2015,5,8,19,20,0.12,0.07
Hadera,2015,5,8,20,19.89,0.1,0.08
Hadera,2015,5,8,21,19.91,0.11,0.06
Hadera,2015,5,8,22,20.32,0.14,0.07
Hadera,2015,5,8,23,20.53,0.16,0.06
Hadera,2015,5,9,0,20.66,0.15,0.05
Hadera,2015,5,9,1,21.09,0.17,0.06
Hadera,2015,5,9,2,21.86,0.23,0.06
Hadera,2015,5,9,3,21.93,0.21,0.06
Hadera,2015,5,9,4,21.89,0.2,0.06
Hadera,2015,5,9,5,21.93,0.22,0.06
Hadera,2015,5,9,6,21.93,0.22,0.07
Hadera,2015,5,9,7,21.95,0.23,0.08
Hadera,2015,5,9,8,22,0.26,0.08
Hadera,2015,5,9,9,21.93,0.26,0.07
Hadera,2015,5,9,10,21.93,0.19,0.06
Hadera,2015,5,9,11,21.95,0.19,0.07
Hadera,2015,5,9,12,21.95,0.34,0.07
Hadera,2015,5,9,13,22.02,0.35,0.07
Hadera,2015,5,9,14,22.06,0.34,0.07
Hadera,2015,5,9,15,22.08,0.25,0.07
Hadera,2015,5,9,16,22.1,0.3,0.06
Hadera,2015,5,9,17,22.07,0.46,0.08
Hadera,2015,5,9,18,21.89,0.44,0.1
Hadera,2015,5,9,19,21.89,0.22,0.11
Hadera,2015,5,9,20,21.88,0.13,0.05
Hadera,2015,5,9,21,21.92,0.09,0.05
Hadera,2015,5,9,22,21.96,0.11,0.06
Hadera,2015,5,9,23,21.96,0.1,0.05
Hadera,2015,5,10,0,22.03,0.1,0.06
Hadera,2015,5,10,1,22.25,0.1,0.05
Hadera,2015,5,10,2,22.32,0.08,0.05
Hadera,2015,5,10,3,22.33,0.09,0.05
Hadera,2015,5,10,4,22.34,0.08,0.05
Hadera,2015,5,10,5,22.34,0.09,0.06
Hadera,2015,5,10,6,22.31,0.08,0.06
Hadera,2015,5,10,7,22.32,0.11,0.07
Hadera,2015,5,10,8,22.29,0.14,0.06
Hadera,2015,5,10,9,22.3,0.14,0.06
Hadera,2015,5,10,10,22.33,0.16,0.06
Hadera,2015,5,10,11,22.36,0.16,0.06
Hadera,2015,5,10,12,22.4,0.17,0.07
Hadera,2015,5,10,13,22.41,0.19,0.12
Hadera,2015,5,10,14,22.45,0.17,0.09
Hadera,2015,5,10,15,22.48,0.19,0.11
Hadera,2015,5,10,16,22.51,0.17,0.08
Hadera,2015,5,10,17,22.56,0.22,0.07
Hadera,2015,5,10,18,22.54,0.23,0.06
Hadera,2015,5,10,19,22.57,0.31,0.08
Hadera,2015,5,10,20,22.63,0.29,0.06
Hadera,2015,5,10,21,22.56,0.32,0.08
Hadera,2015,5,10,22,22.3,0.14,0.05
Hadera,2015,5,10,23,22.27,0.12,0.07
Hadera,2015,5,11,0,22.27,0.12,0.06
Hadera,2015,5,11,1,22.28,0.15,0.08
Hadera,2015,5,11,2,22.32,0.18,0.1
Hadera,2015,5,11,3,22.43,0.17,0.09
Hadera,2015,5,11,4,22.4,0.19,0.08
Hadera,2015,5,11,5,22.4,0.17,0.09
Hadera,2015,5,11,6,22.4,0.17,0.1
Hadera,2015,5,11,7,22.39,0.2,0.14
Hadera,2015,5,11,8,22.2,0.25,0.11
Hadera,2015,5,11,9,22.18,0.31,0.11
Hadera,2015,5,11,10,22.23,0.32,0.11
Hadera,2015,5,11,11,22.25,0.35,0.12
Hadera,2015,5,11,12,22.46,0.32,0.14
Hadera,2015,5,11,13,22.23,0.37,0.11
Hadera,2015,5,11,14,22.25,0.37,0.12
Hadera,2015,5,11,15,22.26,0.4,0.15
Hadera,2015,5,11,16,22.3,0.39,0.13
Hadera,2015,5,11,17,22.3,0.41,0.14
Hadera,2015,5,11,18,22.29,0.41,0.13
Hadera,2015,5,11,19,22.29,0.4,0.13
Hadera,2015,5,11,20,22.31,0.4,0.15
Hadera,2015,5,11,21,22.31,0.41,0.13
Hadera,2015,5,11,22,22.3,0.41,0.13
Hadera,2015,5,11,23,22.22,0.41,0.14
Hadera,2015,5,12,0,22.12,0.38,0.14
Hadera,2015,5,12,1,22.14,0.37,0.14
Hadera,2015,5,12,2,22.12,0.32,0.11
Hadera,2015,5,12,3,22.07,0.34,0.13
Hadera,2015,5,12,4,22.1,0.36,0.16
Hadera,2015,5,12,5,22.23,0.36,0.14
Hadera,2015,5,12,6,22.25,0.37,0.14
Hadera,2015,5,12,7,22.21,0.38,0.36
Hadera,2015,5,12,8,22.16,0.4,0.14
Hadera,2015,5,12,9,22.17,0.37,0.15
Hadera,2015,5,12,10,22.23,0.38,0.15
Hadera,2015,5,12,11,22.26,0.4,0.15
Hadera,2015,5,12,12,22.29,0.4,0.16
Hadera,2015,5,12,13,22.24,0.4,0.16
Hadera,2015,5,12,14,22.28,0.37,0.14
Hadera,2015,5,12,15,22.34,0.4,3.37
Hadera,2015,5,12,16,22.41,0.34,0.17
Hadera,2015,5,12,17,22.4,0.32,0.13
Hadera,2015,5,12,18,22.48,0.3,0.14
Hadera,2015,5,12,19,22.34,0.38,2.63
Hadera,2015,5,12,20,22.33,0.35,0.3
Hadera,2015,5,12,21,22.39,0.55,6.12
Hadera,2015,5,12,22,22.49,0.86,4.7
Hadera,2015,5,12,23,22.37,0.46,3.03
Hadera,2015,5,13,0,22.42,0.7,3.38
Hadera,2015,5,13,1,22.42,0.39,1.85
Hadera,2015,5,13,2,22.4,0.36,0.3
Hadera,2015,5,13,3,22.34,0.42,0.98
Hadera,2015,5,13,4,22.3,0.26,0.11
Hadera,2015,5,13,5,22.32,0.25,0.12
Hadera,2015,5,13,6,22.37,0.18,0.1
Hadera,2015,5,13,7,22.41,0.18,0.09
Hadera,2015,5,13,8,22.7,0.2,0.1
Hadera,2015,5,13,9,22.66,0.21,0.11
Hadera,2015,5,13,10,22.58,0.19,0.11
Hadera,2015,5,13,11,22.55,0.17,0.09
Hadera,2015,5,13,12,22.56,0.2,0.09
Hadera,2015,5,13,13,22.57,0.25,0.09
Hadera,2015,5,13,14,22.55,0.3,0.1
Hadera,2015,5,13,15,22.67,0.34,0.54
Hadera,2015,5,13,16,22.54,0.37,3.98
Hadera,2015,5,13,17,22.47,0.42,0.15
Hadera,2015,5,13,18,22.48,0.48,0.16
Hadera,2015,5,13,19,22.44,0.45,0.12
Hadera,2015,5,13,20,22.48,0.46,0.21
Hadera,2015,5,13,21,21.92,0.5,0.55
Hadera,2015,5,13,22,21.24,0.61,0.2
Hadera,2015,5,13,23,21.28,0.67,0.24
Hadera,2015,5,14,0,21.32,0.56,0.17
Hadera,2015,5,14,1,21.36,0.41,0.13
Hadera,2015,5,14,2,21.45,0.36,0.13
Hadera,2015,5,14,3,21.46,0.28,0.13
Hadera,2015,5,14,4,21.44,0.26,0.11
Hadera,2015,5,14,5,21.66,0.24,0.13
Hadera,2015,5,14,6,22.1,0.21,0.12
Hadera,2015,5,14,7,22.47,0.29,0.1
Hadera,2015,5,14,8,22.55,0.21,0.09
Hadera,2015,5,14,9,22.59,0.16,0.09
Hadera,2015,5,14,10,22.62,0.23,0.09
Hadera,2015,5,14,11,22.63,0.18,0.1
Hadera,2015,5,14,12,22.68,0.18,0.08
Hadera,2015,5,14,13,22.73,0.18,0.1
Hadera,2015,5,14,14,22.73,0.18,0.1
Hadera,2015,5,14,15,22.68,0.23,0.1
Hadera,2015,5,14,16,22.66,0.26,0.11
Hadera,2015,5,14,17,22.64,0.35,0.16
Hadera,2015,5,14,18,22.63,0.27,0.11
Hadera,2015,5,14,19,22.64,0.2,0.09
Hadera,2015,5,14,20,22.17,0.36,0.12
Hadera,2015,5,14,21,21.24,0.43,0.12
Hadera,2015,5,14,22,21.36,0.42,0.13
Hadera,2015,5,14,23,22.23,0.35,0.14
Hadera,2015,5,15,0,22.64,0.19,0.09
Hadera,2015,5,15,1,22.67,0.22,0.09
Hadera,2015,5,15,2,22.68,0.19,0.09
Hadera,2015,5,15,3,22.69,0.19,0.1
Hadera,2015,5,15,4,22.66,0.2,0.11
Hadera,2015,5,15,5,22.7,0.2,0.12
Hadera,2015,5,15,6,22.72,0.21,0.1
Hadera,2015,5,15,7,22.63,0.28,0.13
Hadera,2015,5,15,8,22.95,0.45,0.15
Hadera,2015,5,15,9,22.8,0.28,0.11
Hadera,2015,5,15,10,22.85,0.22,0.1
Hadera,2015,5,15,11,22.8,0.17,0.08
Hadera,2015,5,15,12,22.81,0.16,0.08
Hadera,2015,5,15,13,22.87,0.21,0.1
Hadera,2015,5,15,14,22.91,0.22,0.1
Hadera,2015,5,15,15,22.92,0.21,0.1
Hadera,2015,5,15,16,22.91,0.16,0.09
Hadera,2015,5,15,17,22.89,0.15,0.08
Hadera,2015,5,15,18,22.88,0.17,0.1
Hadera,2015,5,15,19,22.86,0.17,0.1
Hadera,2015,5,15,20,22.85,0.17,0.1
Hadera,2015,5,15,21,22.07,0.25,0.13
Hadera,2015,5,15,22,22.81,0.22,0.11
Hadera,2015,5,15,23,21.76,0.29,0.13
Hadera,2015,5,16,0,21.6,0.31,0.14
Hadera,2015,5,16,1,21.7,0.28,0.16
Hadera,2015,5,16,2,21.9,0.26,0.13
Hadera,2015,5,16,3,22.08,0.19,0.11
Hadera,2015,5,16,4,22.2,0.16,0.1
Hadera,2015,5,16,5,22.46,0.15,0.11
Hadera,2015,5,16,6,22.4,0.13,0.1
Hadera,2015,5,16,7,21.89,0.14,0.08
Hadera,2015,5,16,8,22.1,0.12,0.08
Hadera,2015,5,16,9,22.27,0.11,0.09
Hadera,2015,5,16,10,22.28,0.11,0.08
Hadera,2015,5,16,11,22.31,0.12,0.09
Hadera,2015,5,16,12,22.61,0.16,0.09
Hadera,2015,5,16,13,22.88,0.4,0.16
Hadera,2015,5,16,14,23,0.43,0.17
Hadera,2015,5,16,15,22.83,0.46,0.19
Hadera,2015,5,16,16,22.33,0.33,0.19
Hadera,2015,5,16,17,21.84,0.33,0.25
Hadera,2015,5,16,18,21.4,0.38,0.21
Hadera,2015,5,16,19,21.23,0.41,0.23
Hadera,2015,5,16,20,21.14,0.31,0.2
Hadera,2015,5,16,21,21.05,0.28,0.17
Hadera,2015,5,16,22,20.58,0.29,0.17
Hadera,2015,5,16,23,20.22,0.4,0.2
Hadera,2015,5,17,0,20.23,0.55,0.3
Hadera,2015,5,17,1,20.04,0.45,0.22
Hadera,2015,5,17,2,19.99,0.54,0.27
Hadera,2015,5,17,3,19.97,0.47,0.23
Hadera,2015,5,17,4,19.94,0.43,0.21
Hadera,2015,5,17,5,19.99,0.4,0.2
Hadera,2015,5,17,6,20.03,0.37,0.21
Hadera,2015,5,17,7,20.09,0.38,0.22
Hadera,2015,5,17,8,20.1,0.37,0.33
Hadera,2015,5,17,9,20.26,0.29,0.25
Hadera,2015,5,17,10,20.44,0.28,0.25
Hadera,2015,5,17,11,20.85,0.25,0.19
Hadera,2015,5,17,12,21.98,0.22,0.15
Hadera,2015,5,17,13,21.95,0.28,0.12
Hadera,2015,5,17,14,21.93,0.29,0.12
Hadera,2015,5,17,15,21.8,0.22,0.12
Hadera,2015,5,17,16,20.78,0.25,0.14
Hadera,2015,5,17,17,19.99,0.38,0.17
Hadera,2015,5,17,18,20.02,0.4,0.19
Hadera,2015,5,17,19,20.18,0.4,0.16
Hadera,2015,5,17,20,19.91,0.39,0.16
Hadera,2015,5,17,21,19.83,0.44,0.13
Hadera,2015,5,17,22,19.79,0.45,0.12
Hadera,2015,5,17,23,19.78,0.52,0.13
Hadera,2015,5,18,0,19.76,0.42,0.15
Hadera,2015,5,18,1,19.78,0.53,0.11
Hadera,2015,5,18,2,19.77,0.54,0.14
Hadera,2015,5,18,3,19.77,0.37,0.11
Hadera,2015,5,18,4,19.91,0.26,0.17
Hadera,2015,5,18,5,20.18,0.17,0.13
Hadera,2015,5,18,6,19.96,0.14,0.14
Hadera,2015,5,18,7,19.93,0.13,0.16
Hadera,2015,5,18,8,19.91,0.13,0.14
Hadera,2015,5,18,9,19.94,0.09,0.11
Hadera,2015,5,18,10,19.92,0.1,0.11
Hadera,2015,5,18,11,20.56,0.18,0.17
Hadera,2015,5,18,12,21.1,0.32,0.13
Hadera,2015,5,18,13,21.39,0.33,0.09
Hadera,2015,5,18,14,21.51,0.33,0.1
Hadera,2015,5,18,15,21.42,0.25,0.1
Hadera,2015,5,18,16,20.98,0.24,0.11
Hadera,2015,5,18,17,20.51,0.22,0.12
Hadera,2015,5,18,18,20.13,0.19,0.13
Hadera,2015,5,18,19,19.93,0.15,0.1
Hadera,2015,5,18,20,19.88,0.18,0.51
Hadera,2015,5,18,21,19.88,0.25,0.18
Hadera,2015,5,18,22,19.84,0.31,0.13
Hadera,2015,5,18,23,19.81,0.3,0.13
Hadera,2015,5,19,0,19.83,0.25,0.12
Hadera,2015,5,19,1,19.88,0.17,0.11
Hadera,2015,5,19,2,19.87,0.13,0.12
Hadera,2015,5,19,3,19.89,0.12,0.1
Hadera,2015,5,19,4,19.86,0.11,0.1
Hadera,2015,5,19,5,19.82,0.12,0.11
Hadera,2015,5,19,6,19.87,0.11,0.08
Hadera,2015,5,19,7,20.22,0.13,0.1
Hadera,2015,5,19,8,20.42,0.11,0.1
Hadera,2015,5,19,9,21.24,0.15,0.1
Hadera,2015,5,19,10,21.42,0.18,0.12
Hadera,2015,5,19,11,21.73,0.23,0.09
Hadera,2015,5,19,12,21.81,0.24,0.08
Hadera,2015,5,19,13,21.91,0.19,0.07
Hadera,2015,5,19,14,21.81,0.29,0.09
Hadera,2015,5,19,15,21.79,0.23,0.09
Hadera,2015,5,19,16,21.73,0.28,0.15
Hadera,2015,5,19,17,21.56,0.38,0.11
Hadera,2015,5,19,18,21.16,0.45,0.13
Hadera,2015,5,19,19,20.65,0.3,0.11
Hadera,2015,5,19,20,20.49,0.16,0.1
Hadera,2015,5,19,21,20.27,0.12,0.08
Hadera,2015,5,19,22,20.21,0.12,0.11
Hadera,2015,5,19,23,20.14,0.11,0.06
Hadera,2015,5,20,0,20.85,0.11,0.07
Hadera,2015,5,20,1,21.32,0.1,0.08
Hadera,2015,5,20,2,21.47,0.11,0.09
Hadera,2015,5,20,3,21.64,0.11,0.11
Hadera,2015,5,20,4,21.66,0.12,0.09
Hadera,2015,5,20,5,21.93,0.13,0.09
Hadera,2015,5,20,6,22.27,0.2,0.09
Hadera,2015,5,20,7,22.42,0.25,0.1
Hadera,2015,5,20,8,22.4,0.24,0.11
Hadera,2015,5,20,9,22.38,0.18,0.11
Hadera,2015,5,20,10,22.35,0.26,0.23
Hadera,2015,5,20,11,22.42,0.24,0.1
Hadera,2015,5,20,12,22.56,0.15,0.08
Hadera,2015,5,20,13,22.69,0.22,0.08
Hadera,2015,5,20,14,22.72,0.21,0.08
Hadera,2015,5,20,15,22.75,0.12,0.08
Hadera,2015,5,20,16,22.68,0.12,0.08
Hadera,2015,5,20,17,22.61,0.13,0.09
Hadera,2015,5,20,18,22.55,0.13,0.08
Hadera,2015,5,20,19,22.5,0.18,0.23
Hadera,2015,5,20,20,22.41,0.19,0.09
Hadera,2015,5,20,21,22.31,0.2,0.1
Hadera,2015,5,20,22,22.19,0.22,0.1
Hadera,2015,5,20,23,22.18,0.2,0.1
Hadera,2015,5,21,0,22.19,0.16,0.1
Hadera,2015,5,21,1,22.39,0.17,0.11
Hadera,2015,5,21,2,22.44,0.17,0.1
Hadera,2015,5,21,3,22.43,0.12,0.17
Hadera,2015,5,21,4,22.46,0.08,0.06
Hadera,2015,5,21,5,22.53,0.07,0.07
Hadera,2015,5,21,6,22.6,0.06,0.05
Hadera,2015,5,21,7,22.6,0.06,0.06
Hadera,2015,5,21,8,22.68,0.06,0.06
Hadera,2015,5,21,9,22.67,0.05,0.05
Hadera,2015,5,21,10,22.78,0.05,0.06
Hadera,2015,5,21,11,22.82,0.09,0.09
Hadera,2015,5,21,12,22.89,0.1,0.08
Hadera,2015,5,21,13,22.93,0.13,0.1
Hadera,2015,5,21,14,22.92,0.13,0.06
Hadera,2015,5,21,15,22.75,0.12,0.1
Hadera,2015,5,21,16,22.6,0.1,0.1
Hadera,2015,5,21,17,22.61,0.1,0.09
Hadera,2015,5,21,18,22.62,0.1,0.09
Hadera,2015,5,21,19,22.15,0.22,0.17
Hadera,2015,5,21,20,21.92,0.15,0.09
Hadera,2015,5,21,21,22.04,0.15,0.09
Hadera,2015,5,21,22,22.06,0.14,0.09
Hadera,2015,5,21,23,22.35,0.12,0.09
Hadera,2015,5,22,0,22.37,0.13,0.08
Hadera,2015,5,22,1,22.43,0.1,0.07
Hadera,2015,5,22,2,22.37,0.08,0.06
Hadera,2015,5,22,3,22.53,0.06,0.06
Hadera,2015,5,22,4,22.73,0.09,0.09
Hadera,2015,5,22,5,23.12,0.08,0.09
Hadera,2015,5,22,6,23.11,0.07,0.08
Hadera,2015,5,22,7,23,0.07,0.09
Hadera,2015,5,22,8,22.83,0.08,0.12
Hadera,2015,5,22,9,22.9,0.08,0.12
Hadera,2015,5,22,10,22.97,0.07,0.12
Hadera,2015,5,22,11,23.02,0.1,0.14
Hadera,2015,5,22,12,23.17,0.1,0.12
Hadera,2015,5,22,13,23.33,0.12,0.11
Hadera,2015,5,22,14,23.36,0.12,0.11
Hadera,2015,5,22,15,23.35,0.12,0.1
Hadera,2015,5,22,16,23.14,0.13,0.14
Hadera,2015,5,22,17,23.25,0.12,0.11
Hadera,2015,5,22,18,23.27,0.12,0.11
Hadera,2015,5,22,19,23.22,0.1,0.15
Hadera,2015,5,22,20,23.21,0.1,0.09
Hadera,2015,5,22,21,23.18,0.1,0.09
Hadera,2015,5,22,22,23.15,0.09,0.08
Hadera,2015,5,22,23,23.11,0.09,0.08
Hadera,2015,5,23,0,23.11,0.08,0.08
Hadera,2015,5,23,1,23.07,0.08,0.07
Hadera,2015,5,23,2,23.1,0.08,0.06
Hadera,2015,5,23,3,23.09,0.1,0.07
Hadera,2015,5,23,4,23.08,0.09,0.08
Hadera,2015,5,23,5,23.11,0.08,0.07
Hadera,2015,5,23,6,23.14,0.06,0.07
Hadera,2015,5,23,7,23.19,0.06,0.06
Hadera,2015,5,23,8,23.23,0.07,0.08
Hadera,2015,5,23,9,23.28,0.08,0.08
Hadera,2015,5,23,10,23.31,0.07,0.08
Hadera,2015,5,23,11,23.35,0.07,0.11
Hadera,2015,5,23,12,23.38,0.08,0.1
Hadera,2015,5,23,13,23.4,0.09,0.09
Hadera,2015,5,23,14,23.41,0.12,0.1
Hadera,2015,5,23,15,23.38,0.11,0.11
Hadera,2015,5,23,16,23.38,0.13,0.11
Hadera,2015,5,23,17,23.32,0.14,0.11
Hadera,2015,5,23,18,23.38,0.16,0.13
Hadera,2015,5,23,19,23.38,0.17,0.13
Hadera,2015,5,23,20,23.32,0.17,0.13
Hadera,2015,5,23,21,23.27,0.13,0.12
Hadera,2015,5,23,22,23.25,0.12,0.1
Hadera,2015,5,23,23,23.24,0.09,0.13
Hadera,2015,5,24,0,23.25,0.12,0.11
Hadera,2015,5,24,1,23.24,0.09,0.1
Hadera,2015,5,24,2,23.16,0.08,0.11
Hadera,2015,5,24,3,23.22,0.07,0.09
Hadera,2015,5,24,4,23.22,0.07,0.09
Hadera,2015,5,24,5,23.22,0.08,0.1
Hadera,2015,5,24,6,23.26,0.09,0.11
Hadera,2015,5,24,7,23.26,0.08,0.11
Hadera,2015,5,24,8,23.29,0.07,0.1
Hadera,2015,5,24,9,23.31,0.09,0.11
Hadera,2015,5,24,10,23.4,0.11,0.11
Hadera,2015,5,24,11,23.52,0.13,0.15
Hadera,2015,5,24,12,23.56,0.14,0.14
Hadera,2015,5,24,13,23.54,0.17,0.13
Hadera,2015,5,24,14,23.54,0.13,0.11
Hadera,2015,5,24,15,23.67,0.21,0.16
Hadera,2015,5,24,16,23.66,0.16,0.15
Hadera,2015,5,24,17,23.65,0.13,0.14
Hadera,2015,5,24,18,23.67,0.13,0.14
Hadera,2015,5,24,19,23.65,0.14,0.17
Hadera,2015,5,24,20,23.46,0.14,0.16
Hadera,2015,5,24,21,23.26,0.12,0.16
Hadera,2015,5,24,22,23.24,0.14,0.18
Hadera,2015,5,24,23,23.26,0.14,0.19
Hadera,2015,5,25,0,23.26,0.12,0.2
Hadera,2015,5,25,1,23.38,0.13,0.18
Hadera,2015,5,25,2,23.67,0.14,0.18
Hadera,2015,5,25,3,23.62,0.13,0.18
Hadera,2015,5,25,4,23.44,0.12,0.16
Hadera,2015,5,25,5,23.4,0.12,0.16
Hadera,2015,5,25,6,23.37,0.11,0.18
Hadera,2015,5,25,7,23.39,0.1,0.18
Hadera,2015,5,25,8,23.45,0.1,0.17
Hadera,2015,5,25,9,23.47,0.09,0.16
Hadera,2015,5,25,10,23.47,0.1,0.18
Hadera,2015,5,25,11,23.5,0.12,0.23
Hadera,2015,5,25,12,23.56,0.15,0.2
Hadera,2015,5,25,13,23.57,0.13,0.2
Hadera,2015,5,25,14,23.55,0.13,0.2
Hadera,2015,5,25,15,23.51,0.11,0.17
Hadera,2015,5,25,16,23.47,0.08,0.14
Hadera,2015,5,25,17,23.41,0.1,0.18
Hadera,2015,5,25,18,23.32,0.07,0.14
Hadera,2015,5,25,19,23.29,0.07,0.14
Hadera,2015,5,25,20,23.27,0.09,0.15
Hadera,2015,5,25,21,23.28,0.08,0.16
Hadera,2015,5,25,22,23.45,0.08,0.13
Hadera,2015,5,25,23,23.41,0.07,0.14
Hadera,2015,5,26,0,23.43,0.07,0.15
Hadera,2015,5,26,1,23.42,0.07,0.14
Hadera,2015,5,26,2,23.4,0.09,0.17
Hadera,2015,5,26,3,23.44,0.05,0.15
Hadera,2015,5,26,4,23.45,0.06,0.15
Hadera,2015,5,26,5,23.43,0.07,0.16
Hadera,2015,5,26,6,23.41,0.06,0.14
Hadera,2015,5,26,7,23.38,0.06,0.14
Hadera,2015,5,26,8,23.36,0.06,0.16
Hadera,2015,5,26,9,23.33,0.06,0.17
Hadera,2015,5,26,10,23.34,0.05,0.17
Hadera,2015,5,26,11,23.39,0.04,0.16
Hadera,2015,5,26,12,23.37,0.05,0.16
Hadera,2015,5,26,13,23.41,0.05,0.15
Hadera,2015,5,26,14,23.49,0.06,0.17
Hadera,2015,5,26,15,23.57,0.07,0.18
Hadera,2015,5,26,16,23.59,0.05,0.15
Hadera,2015,5,26,17,23.48,0.05,0.13
Hadera,2015,5,26,18,23.48,0.04,0.13
Hadera,2015,5,26,19,23.47,0.05,0.13
Hadera,2015,5,26,20,23.46,0.05,0.13
Hadera,2015,5,26,21,23.45,0.06,0.14
Hadera,2015,5,26,22,23.45,0.07,0.15
Hadera,2015,5,26,23,23.45,0.07,0.14
Hadera,2015,5,27,0,22.76,0.23,0.41
Hadera,2015,5,27,1,22.79,0.2,0.39
Hadera,2015,5,27,2,22.78,0.14,0.32
Hadera,2015,5,27,3,22.86,0.11,0.27
Hadera,2015,5,27,4,22.8,0.08,0.23
Hadera,2015,5,27,5,22.78,0.07,0.2
Hadera,2015,5,27,6,22.51,0.09,0.2
Hadera,2015,5,27,7,22.51,0.08,0.16
Hadera,2015,5,27,8,22.42,0.08,0.17
Hadera,2015,5,27,9,22.89,0.07,0.19
Hadera,2015,5,27,10,23.68,0.08,0.19
Hadera,2015,5,27,11,23.16,0.09,0.18
Hadera,2015,5,27,12,22.99,0.09,0.18
Hadera,2015,5,27,13,23.12,0.1,0.19
Hadera,2015,5,27,14,23.33,0.1,0.18
Hadera,2015,5,27,15,23.29,0.11,0.21
Hadera,2015,5,27,16,22.93,0.13,0.23
Hadera,2015,5,27,17,22.93,0.14,0.26
Hadera,2015,5,27,18,22.89,0.16,0.25
Hadera,2015,5,27,19,22.91,0.13,0.22
Hadera,2015,5,27,20,23,0.13,0.21
Hadera,2015,5,27,21,23.04,0.15,0.25
