Site,Year,Month,Day,Hour,Av. Temperature [C˚],Av. Fluorescence ~[mg/m3],Av. Turbidity [NTU]
Hadera,2011,3,22,12,17.98,0.07,0.26
Hadera,2011,3,22,13,18.04,0.07,0.25
Hadera,2011,3,22,14,18.16,0.06,0.21
Hadera,2011,3,22,15,18.16,0.06,0.21
Hadera,2011,3,22,16,18.11,0.08,0.25
Hadera,2011,3,22,17,18.11,0.08,0.22
Hadera,2011,3,22,18,18.07,0.08,0.22
Hadera,2011,3,22,19,18.05,0.08,0.23
Hadera,2011,3,22,20,18.05,0.08,0.22
Hadera,2011,3,22,21,18.03,0.08,0.22
Hadera,2011,3,22,22,18.01,0.08,0.23
Hadera,2011,3,22,23,18,0.08,0.23
Hadera,2011,3,23,0,18,0.08,0.25
Hadera,2011,3,23,1,18,0.07,0.24
Hadera,2011,3,23,2,17.99,0.08,0.24
Hadera,2011,3,23,3,17.99,0.08,0.26
Hadera,2011,3,23,4,17.98,0.08,0.26
Hadera,2011,3,23,5,17.98,0.09,0.27
Hadera,2011,3,23,6,17.99,0.08,0.26
Hadera,2011,3,23,7,17.99,0.08,0.28
Hadera,2011,3,23,8,18,0.08,0.26
Hadera,2011,3,23,9,18,0.07,0.27
Hadera,2011,3,23,10,17.99,0.08,0.3
Hadera,2011,3,23,11,18.05,0.08,0.27
Hadera,2011,3,23,12,18.22,0.05,0.24
Hadera,2011,3,23,13,18.27,0.07,0.23
Hadera,2011,3,23,14,18.25,0.09,0.24
Hadera,2011,3,23,15,18.24,0.07,0.22
Hadera,2011,3,23,16,18.22,0.08,0.21
Hadera,2011,3,23,17,18.2,0.07,0.22
Hadera,2011,3,23,18,18.18,0.07,0.22
Hadera,2011,3,23,19,18.16,0.07,0.22
Hadera,2011,3,23,20,18.14,0.07,0.25
Hadera,2011,3,23,21,18.12,0.08,0.26
Hadera,2011,3,23,22,18.1,0.07,0.24
Hadera,2011,3,23,23,18.08,0.07,0.32
Hadera,2011,3,24,0,18.07,0.06,0.26
Hadera,2011,3,24,1,18.05,0.07,0.3
Hadera,2011,3,24,2,18.04,0.07,0.32
Hadera,2011,3,24,3,18.03,0.08,0.43
Hadera,2011,3,24,4,18.01,0.08,0.5
Hadera,2011,3,24,5,18.01,0.07,0.51
Hadera,2011,3,24,6,18.01,0.07,0.5
Hadera,2011,3,24,7,18.01,0.08,0.52
Hadera,2011,3,24,8,18.01,0.08,0.54
Hadera,2011,3,24,9,18.02,0.09,0.53
Hadera,2011,3,24,10,18.02,0.1,0.52
Hadera,2011,3,24,11,18.02,0.11,0.55
Hadera,2011,3,24,12,18.03,0.13,0.56
Hadera,2011,3,24,13,18.04,0.14,0.54
Hadera,2011,3,24,14,18.11,0.17,0.64
Hadera,2011,3,24,15,18.22,0.24,0.85
Hadera,2011,3,24,16,18.15,0.24,1.08
Hadera,2011,3,24,17,18.09,0.21,1.35
Hadera,2011,3,24,18,18.02,0.21,1.32
Hadera,2011,3,24,19,17.97,0.22,1.4
Hadera,2011,3,24,20,18.01,0.22,1.52
Hadera,2011,3,24,21,18.03,0.22,1.78
Hadera,2011,3,24,22,18.02,0.21,1.82
Hadera,2011,3,24,23,18.02,0.2,1.9
Hadera,2011,3,25,0,17.99,0.17,1.73
Hadera,2011,3,25,1,17.97,0.16,1.48
Hadera,2011,3,25,2,17.88,0.14,1.34
Hadera,2011,3,25,3,17.87,0.15,1.17
Hadera,2011,3,25,4,17.84,0.14,1.15
Hadera,2011,3,25,5,17.83,0.15,1.4
Hadera,2011,3,25,6,17.82,0.16,1.29
Hadera,2011,3,25,7,17.84,0.15,1.34
Hadera,2011,3,25,8,17.86,0.17,1.34
Hadera,2011,3,25,9,17.85,0.16,1.07
Hadera,2011,3,25,10,17.87,0.16,1.1
Hadera,2011,3,25,11,17.88,0.15,0.97
Hadera,2011,3,25,12,17.89,0.17,0.96
Hadera,2011,3,25,13,17.9,0.17,0.96
Hadera,2011,3,25,14,17.95,0.15,0.77
Hadera,2011,3,25,15,18.01,0.15,0.71
Hadera,2011,3,25,16,18.05,0.13,0.59
Hadera,2011,3,25,17,18.06,0.13,0.6
Hadera,2011,3,25,18,18.07,0.13,0.64
Hadera,2011,3,25,19,18.08,0.13,0.64
Hadera,2011,3,25,20,18.04,0.12,0.67
Hadera,2011,3,25,21,18.02,0.12,0.63
Hadera,2011,3,25,22,18.03,0.12,0.65
Hadera,2011,3,25,23,18.02,0.13,0.64
Hadera,2011,3,26,0,17.99,0.12,0.69
Hadera,2011,3,26,1,17.98,0.13,0.66
Hadera,2011,3,26,2,17.97,0.11,0.7
Hadera,2011,3,26,3,17.98,0.12,0.79
Hadera,2011,3,26,4,17.96,0.13,0.78
Hadera,2011,3,26,5,17.96,0.12,0.81
Hadera,2011,3,26,6,17.98,0.12,0.72
Hadera,2011,3,26,7,17.97,0.11,0.75
Hadera,2011,3,26,8,17.97,0.07,0.58
Hadera,2011,3,26,9,18,0.05,0.53
Hadera,2011,3,26,10,18,0.05,0.55
Hadera,2011,3,26,11,18.01,0.05,0.51
Hadera,2011,3,26,12,18.01,0.06,0.56
Hadera,2011,3,26,13,18.02,0.08,0.64
Hadera,2011,3,26,14,18.02,0.1,0.51
Hadera,2011,3,26,15,18.03,0.09,0.56
Hadera,2011,3,26,16,18.14,0.08,0.42
Hadera,2011,3,26,17,18.12,0.08,0.43
Hadera,2011,3,26,18,18.12,0.09,0.45
Hadera,2011,3,26,19,18.11,0.09,0.45
Hadera,2011,3,26,20,18.1,0.09,0.43
Hadera,2011,3,26,21,18.09,0.08,0.43
Hadera,2011,3,26,22,18.08,0.09,0.43
Hadera,2011,3,26,23,18.07,0.1,0.52
Hadera,2011,3,27,0,18.03,0.15,0.56
Hadera,2011,3,27,1,18.04,0.11,0.49
Hadera,2011,3,27,2,18.04,0.11,0.48
Hadera,2011,3,27,3,18.02,0.12,0.46
Hadera,2011,3,27,4,18.02,0.11,0.47
Hadera,2011,3,27,5,18.02,0.1,0.42
Hadera,2011,3,27,6,18.02,0.11,0.49
Hadera,2011,3,27,7,18.01,0.11,0.43
Hadera,2011,3,27,8,18.01,0.09,0.43
Hadera,2011,3,27,9,18.01,0.08,0.42
Hadera,2011,3,27,10,18,0.09,0.49
Hadera,2011,3,27,11,18.01,0.08,0.42
Hadera,2011,3,27,12,18.14,0.08,0.43
Hadera,2011,3,27,13,18.39,0.09,0.5
Hadera,2011,3,27,14,18.27,0.09,0.47
Hadera,2011,3,27,15,18.37,0.08,0.45
Hadera,2011,3,27,16,18.32,0.08,0.44
Hadera,2011,3,27,17,18.29,0.09,0.47
Hadera,2011,3,27,18,18.25,0.11,0.44
Hadera,2011,3,27,19,18.23,0.08,0.46
Hadera,2011,3,27,20,18.25,0.1,0.46
Hadera,2011,3,27,21,18.19,0.1,0.49
Hadera,2011,3,27,22,18.16,0.11,0.5
Hadera,2011,3,27,23,18.15,0.1,0.48
Hadera,2011,3,28,0,18.12,0.09,0.44
Hadera,2011,3,28,1,18.1,0.08,0.43
Hadera,2011,3,28,2,18.06,0.07,0.43
Hadera,2011,3,28,3,18.03,0.07,0.43
Hadera,2011,3,28,4,18.01,0.07,0.43
Hadera,2011,3,28,5,18,0.06,0.43
Hadera,2011,3,28,6,18,0.05,0.47
Hadera,2011,3,28,7,18.02,0.06,0.42
Hadera,2011,3,28,8,18.03,0.06,0.34
Hadera,2011,3,28,9,18.05,0.04,0.38
Hadera,2011,3,28,10,18.07,0.04,0.36
Hadera,2011,3,28,11,18.08,0.05,0.34
Hadera,2011,3,28,12,18.07,0.06,0.39
Hadera,2011,3,28,13,18.09,0.05,0.35
Hadera,2011,3,28,14,18.11,0.07,0.37
Hadera,2011,3,28,15,18.13,0.05,0.39
Hadera,2011,3,28,16,18.16,0.04,0.39
Hadera,2011,3,28,17,18.13,0.05,0.48
Hadera,2011,3,28,18,18.15,0.06,0.33
Hadera,2011,3,28,19,18.12,0.06,0.35
Hadera,2011,3,28,20,18.1,0.06,0.4
Hadera,2011,3,28,21,18.11,0.05,0.3
Hadera,2011,3,28,22,18.14,0.05,0.32
Hadera,2011,3,28,23,18.08,0.05,0.32
Hadera,2011,3,29,0,18.07,0.05,0.33
Hadera,2011,3,29,1,18.08,0.05,0.31
Hadera,2011,3,29,2,18.09,0.04,0.28
Hadera,2011,3,29,3,18.22,0.05,0.31
Hadera,2011,3,29,4,18.32,0.07,0.34
Hadera,2011,3,29,5,18.21,0.05,0.37
Hadera,2011,3,29,6,18.53,0.05,0.36
Hadera,2011,3,29,7,18.4,0.05,0.34
Hadera,2011,3,29,8,18.08,0.02,0.34
Hadera,2011,3,29,9,18.26,0.02,0.32
Hadera,2011,3,29,10,18.35,0.03,0.32
Hadera,2011,3,29,11,18.41,0.04,0.32
Hadera,2011,3,29,12,18.44,0.06,0.3
Hadera,2011,3,29,13,18.48,0.07,0.31
Hadera,2011,3,29,14,18.51,0.06,0.32
Hadera,2011,3,29,15,18.52,0.06,0.29
Hadera,2011,3,29,16,18.46,0.07,0.34
Hadera,2011,3,29,17,18.39,0.08,0.29
Hadera,2011,3,29,18,18.33,0.07,0.31
Hadera,2011,3,29,19,18.25,0.1,0.33
Hadera,2011,3,29,20,18.21,0.12,0.39
Hadera,2011,3,29,21,18.17,0.12,0.37
Hadera,2011,3,29,22,18.16,0.11,0.34
Hadera,2011,3,29,23,18.15,0.1,0.31
Hadera,2011,3,30,0,18.1,0.11,0.34
Hadera,2011,3,30,1,18.08,0.12,0.37
Hadera,2011,3,30,2,18.09,0.09,0.37
Hadera,2011,3,30,3,18.07,0.07,0.37
Hadera,2011,3,30,4,18.25,0.05,0.29
Hadera,2011,3,30,5,18.33,0.06,0.28
Hadera,2011,3,30,6,18.3,0.05,0.32
Hadera,2011,3,30,7,18.31,0.05,0.25
Hadera,2011,3,30,8,18.35,0.06,0.27
Hadera,2011,3,30,9,18.38,0.03,0.27
Hadera,2011,3,30,10,18.35,0.04,0.25
Hadera,2011,3,30,11,18.4,0.04,0.99
Hadera,2011,3,30,12,18.64,0.05,0.5
Hadera,2011,3,30,13,18.67,0.04,0.61
Hadera,2011,3,30,14,18.62,0.06,0.25
Hadera,2011,3,30,15,18.57,0.04,0.21
Hadera,2011,3,30,16,18.51,0.05,0.25
Hadera,2011,3,30,17,18.45,0.06,0.24
Hadera,2011,3,30,18,18.41,0.06,0.27
Hadera,2011,3,30,19,18.38,0.06,0.25
Hadera,2011,3,30,20,18.36,0.06,0.25
Hadera,2011,3,30,21,18.35,0.06,0.24
Hadera,2011,3,30,22,18.31,0.06,0.25
Hadera,2011,3,30,23,18.24,0.07,0.28
Hadera,2011,3,31,0,18.2,0.08,0.33
Hadera,2011,3,31,1,18.15,0.07,0.29
Hadera,2011,3,31,2,18.18,0.06,0.25
Hadera,2011,3,31,3,18.16,0.05,0.28
Hadera,2011,3,31,4,18.15,0.06,0.27
Hadera,2011,3,31,5,18.15,0.06,0.27
Hadera,2011,3,31,6,18.08,0.06,0.29
Hadera,2011,3,31,7,18.15,0.05,0.28
Hadera,2011,3,31,8,18.16,0.04,0.33
Hadera,2011,3,31,9,18.19,0.03,0.27
Hadera,2011,3,31,10,18.32,0.04,0.31
Hadera,2011,3,31,11,18.34,0.05,0.29
Hadera,2011,3,31,12,18.35,0.06,0.31
Hadera,2011,3,31,13,18.34,0.08,0.28
Hadera,2011,3,31,14,18.3,0.09,0.28
Hadera,2011,3,31,15,18.25,0.08,0.29
Hadera,2011,3,31,16,18.24,0.07,0.28
Hadera,2011,3,31,17,18.17,0.08,0.28
Hadera,2011,3,31,18,18.14,0.06,0.28
Hadera,2011,3,31,19,18.12,0.05,0.27
Hadera,2011,3,31,20,18.12,0.05,0.26
Hadera,2011,3,31,21,18.08,0.05,0.3
Hadera,2011,3,31,22,18.05,0.04,0.25
Hadera,2011,3,31,23,18.04,0.04,0.23
Hadera,2011,4,1,0,18.04,0.04,0.23
Hadera,2011,4,1,1,18.03,0.05,0.26
Hadera,2011,4,1,2,18.01,0.05,0.3
Hadera,2011,4,1,3,17.98,0.06,0.29
Hadera,2011,4,1,4,17.95,0.08,0.31
Hadera,2011,4,1,5,17.94,0.08,0.31
Hadera,2011,4,1,6,17.94,0.07,0.33
Hadera,2011,4,1,7,17.93,0.07,0.31
Hadera,2011,4,1,8,17.95,0.06,0.3
Hadera,2011,4,1,9,17.95,0.06,0.33
Hadera,2011,4,1,10,17.95,0.06,0.32
Hadera,2011,4,1,11,17.97,0.05,0.3
Hadera,2011,4,1,12,17.99,0.06,0.3
Hadera,2011,4,1,13,18.01,0.07,0.29
Hadera,2011,4,1,14,18.09,0.05,0.25
Hadera,2011,4,1,15,18.08,0.04,0.26
Hadera,2011,4,1,16,18.27,0.05,0.23
Hadera,2011,4,1,17,18.04,0.06,0.24
Hadera,2011,4,1,18,17.98,0.07,0.29
Hadera,2011,4,1,19,17.96,0.07,0.24
Hadera,2011,4,1,20,17.93,0.09,0.26
Hadera,2011,4,1,21,17.91,0.09,0.27
Hadera,2011,4,1,22,17.89,0.09,0.27
Hadera,2011,4,1,23,17.89,0.1,0.3
Hadera,2011,4,2,0,17.89,0.1,0.29
Hadera,2011,4,2,1,17.88,0.08,0.29
Hadera,2011,4,2,2,17.88,0.08,0.3
Hadera,2011,4,2,3,17.89,0.08,0.31
Hadera,2011,4,2,4,17.89,0.09,0.32
Hadera,2011,4,2,5,17.89,0.1,0.31
Hadera,2011,4,2,6,17.9,0.09,0.29
Hadera,2011,4,2,7,17.91,0.08,0.34
Hadera,2011,4,2,8,17.94,0.06,0.26
Hadera,2011,4,2,9,17.93,0.06,0.29
Hadera,2011,4,2,10,17.97,0.07,0.28
Hadera,2011,4,2,11,18.2,0.07,0.24
Hadera,2011,4,2,12,18.08,0.08,0.25
Hadera,2011,4,2,13,18.34,0.07,0.22
Hadera,2011,4,2,14,18.58,0.05,0.18
Hadera,2011,4,2,15,18.52,0.05,0.19
Hadera,2011,4,2,16,18.45,0.06,0.2
Hadera,2011,4,2,17,18.27,0.08,0.23
Hadera,2011,4,2,18,17.99,0.08,0.27
Hadera,2011,4,2,19,17.92,0.07,0.26
Hadera,2011,4,2,20,17.93,0.07,0.27
Hadera,2011,4,2,21,17.93,0.06,0.27
Hadera,2011,4,2,22,17.91,0.07,0.27
Hadera,2011,4,2,23,17.91,0.08,0.27
Hadera,2011,4,3,0,17.91,0.07,0.28
Hadera,2011,4,3,1,17.92,0.05,0.28
Hadera,2011,4,3,2,17.92,0.06,0.28
Hadera,2011,4,3,3,17.91,0.05,0.27
Hadera,2011,4,3,4,17.91,0.05,0.25
Hadera,2011,4,3,5,17.91,0.06,0.26
Hadera,2011,4,3,6,17.91,0.06,0.27
Hadera,2011,4,3,7,17.91,0.05,0.29
Hadera,2011,4,3,8,17.9,0.07,0.32
Hadera,2011,4,3,9,17.91,0.06,0.32
Hadera,2011,4,3,10,17.93,0.09,0.32
Hadera,2011,4,3,11,17.95,0.06,0.31
Hadera,2011,4,3,12,18.03,0.08,0.33
Hadera,2011,4,3,13,18.22,0.08,0.26
Hadera,2011,4,3,14,18.32,0.09,0.24
Hadera,2011,4,3,15,18.42,0.08,0.22
Hadera,2011,4,3,16,18.46,0.07,0.22
Hadera,2011,4,3,17,18.36,0.1,0.25
Hadera,2011,4,3,18,18.26,0.1,0.27
Hadera,2011,4,3,19,18.43,0.13,0.31
Hadera,2011,4,3,20,18.55,0.15,0.34
Hadera,2011,4,3,21,18.5,0.13,0.3
Hadera,2011,4,3,22,18.52,0.12,0.27
Hadera,2011,4,3,23,18.58,0.14,0.28
Hadera,2011,4,4,0,18.69,0.12,0.27
Hadera,2011,4,4,1,18.66,0.11,0.25
Hadera,2011,4,4,2,18.57,0.09,0.25
Hadera,2011,4,4,3,18.56,0.06,0.23
Hadera,2011,4,4,4,18.64,0.04,0.23
Hadera,2011,4,4,5,18.63,0.04,0.23
Hadera,2011,4,4,6,18.57,0.04,0.22
Hadera,2011,4,4,7,18.57,0.04,0.24
Hadera,2011,4,4,8,18.56,0.05,0.24
Hadera,2011,4,4,9,18.56,0.04,0.24
Hadera,2011,4,4,10,18.56,0.04,0.22
Hadera,2011,4,4,11,18.56,0.03,0.22
Hadera,2011,4,4,12,18.57,0.03,0.22
Hadera,2011,4,4,13,18.56,0.05,0.23
Hadera,2011,4,4,14,18.55,0.06,0.2
Hadera,2011,4,4,15,18.54,0.06,0.21
Hadera,2011,4,4,16,18.51,0.06,0.21
Hadera,2011,4,4,17,18.49,0.05,0.21
Hadera,2011,4,4,18,18.48,0.05,0.19
Hadera,2011,4,4,19,18.47,0.06,0.19
Hadera,2011,4,4,20,18.45,0.05,0.21
Hadera,2011,4,4,21,18.45,0.06,0.19
Hadera,2011,4,4,22,18.44,0.05,0.19
Hadera,2011,4,4,23,18.44,0.05,0.21
Hadera,2011,4,5,0,18.42,0.05,0.21
Hadera,2011,4,5,1,18.42,0.04,0.24
Hadera,2011,4,5,2,18.39,0.04,0.19
Hadera,2011,4,5,3,18.4,0.05,0.23
Hadera,2011,4,5,4,18.38,0.03,0.25
Hadera,2011,4,5,5,18.38,0.03,0.25
Hadera,2011,4,5,6,18.4,0.05,0.26
Hadera,2011,4,5,7,18.4,0.04,0.36
Hadera,2011,4,5,8,18.38,0.03,0.28
Hadera,2011,4,5,9,18.38,0.04,0.31
Hadera,2011,4,5,10,18.43,0.02,0.3
Hadera,2011,4,5,11,18.47,0.05,0.49
Hadera,2011,4,5,12,18.46,0.07,0.51
Hadera,2011,4,5,13,18.52,0.08,0.57
Hadera,2011,4,5,14,18.48,0.13,0.59
Hadera,2011,4,5,15,18.42,0.13,0.48
Hadera,2011,4,5,16,18.41,0.13,0.52
Hadera,2011,4,5,17,18.42,0.13,0.52
Hadera,2011,4,5,18,18.4,0.1,0.5
Hadera,2011,4,5,19,18.4,0.09,0.52
Hadera,2011,4,5,20,18.39,0.06,0.45
Hadera,2011,4,5,21,18.39,0.09,0.51
Hadera,2011,4,5,22,18.4,0.1,0.62
Hadera,2011,4,5,23,18.38,0.08,0.43
Hadera,2011,4,6,0,18.37,0.1,0.46
Hadera,2011,4,6,1,18.37,0.11,0.54
Hadera,2011,4,6,2,18.37,0.11,0.42
Hadera,2011,4,6,3,18.37,0.1,0.63
Hadera,2011,4,6,4,18.37,0.11,0.51
Hadera,2011,4,6,5,18.4,0.1,0.41
Hadera,2011,4,6,6,18.41,0.12,0.4
Hadera,2011,4,6,7,18.42,0.11,0.35
Hadera,2011,4,6,8,18.43,0.15,0.34
Hadera,2011,4,6,9,18.43,0.17,0.36
Hadera,2011,4,6,10,18.45,0.18,0.34
Hadera,2011,4,6,11,18.47,0.2,0.44
Hadera,2011,4,6,12,18.5,0.21,0.36
Hadera,2011,4,6,13,18.54,0.16,0.32
Hadera,2011,4,6,14,18.54,0.15,0.31
Hadera,2011,4,6,15,18.57,0.12,0.32
Hadera,2011,4,6,16,18.63,0.11,0.31
Hadera,2011,4,6,17,18.59,0.13,0.32
Hadera,2011,4,6,18,18.57,0.15,0.38
Hadera,2011,4,6,19,18.56,0.15,0.37
Hadera,2011,4,6,20,18.54,0.14,0.32
Hadera,2011,4,6,21,18.53,0.15,0.37
Hadera,2011,4,6,22,18.57,0.1,0.31
Hadera,2011,4,6,23,18.56,0.1,0.22
Hadera,2011,4,7,0,18.55,0.11,0.27
Hadera,2011,4,7,1,18.55,0.12,0.25
Hadera,2011,4,7,2,18.54,0.08,0.25
Hadera,2011,4,7,3,18.52,0.06,0.24
Hadera,2011,4,7,4,18.52,0.08,0.27
Hadera,2011,4,7,5,18.51,0.1,0.26
Hadera,2011,4,7,6,18.5,0.13,0.33
Hadera,2011,4,7,7,18.5,0.13,0.33
Hadera,2011,4,7,8,18.52,0.13,0.35
Hadera,2011,4,7,9,18.53,0.15,0.37
Hadera,2011,4,7,10,18.55,0.2,0.45
Hadera,2011,4,7,11,18.59,0.21,0.5
Hadera,2011,4,7,12,18.62,0.22,0.48
Hadera,2011,4,7,13,18.67,0.23,0.4
Hadera,2011,4,7,14,18.75,0.2,0.34
Hadera,2011,4,7,15,18.78,0.15,0.35
Hadera,2011,4,7,16,18.76,0.15,0.3
Hadera,2011,4,7,17,18.75,0.13,0.31
Hadera,2011,4,7,18,18.74,0.12,0.3
Hadera,2011,4,7,19,18.71,0.14,0.34
Hadera,2011,4,7,20,18.73,0.14,0.33
Hadera,2011,4,7,21,18.73,0.14,0.37
Hadera,2011,4,7,22,18.74,0.12,0.28
Hadera,2011,4,7,23,18.73,0.12,0.34
Hadera,2011,4,8,0,18.73,0.11,0.34
Hadera,2011,4,8,1,18.75,0.12,0.34
Hadera,2011,4,8,2,18.79,0.13,0.43
Hadera,2011,4,8,3,18.69,0.11,0.36
Hadera,2011,4,8,4,18.7,0.12,0.29
Hadera,2011,4,8,5,18.76,0.12,0.32
Hadera,2011,4,8,6,18.79,0.14,0.38
Hadera,2011,4,8,7,18.75,0.14,0.31
Hadera,2011,4,8,8,18.64,0.14,0.29
Hadera,2011,4,8,9,18.64,0.13,0.29
Hadera,2011,4,8,10,18.85,0.14,0.35
Hadera,2011,4,8,11,18.97,0.15,0.34
Hadera,2011,4,8,12,19,0.17,0.44
Hadera,2011,4,8,13,18.83,0.13,0.38
Hadera,2011,4,8,14,18.8,0.12,0.39
Hadera,2011,4,8,15,18.81,0.11,0.35
Hadera,2011,4,8,16,18.82,0.1,0.31
Hadera,2011,4,8,17,18.82,0.11,0.3
Hadera,2011,4,8,18,18.78,0.12,0.3
Hadera,2011,4,8,19,18.77,0.13,0.29
Hadera,2011,4,8,20,18.77,0.15,0.46
Hadera,2011,4,8,21,18.77,0.12,0.27
Hadera,2011,4,8,22,18.76,0.12,0.43
Hadera,2011,4,8,23,18.8,0.12,0.26
Hadera,2011,4,9,0,18.79,0.12,0.32
Hadera,2011,4,9,1,18.76,0.12,0.26
Hadera,2011,4,9,2,18.79,0.13,0.23
Hadera,2011,4,9,3,18.79,0.11,0.23
Hadera,2011,4,9,4,18.92,0.1,0.25
Hadera,2011,4,9,5,18.96,0.12,3.16
Hadera,2011,4,9,6,19.03,0.11,0.26
Hadera,2011,4,9,7,19.08,0.12,0.26
Hadera,2011,4,9,8,19.04,0.11,0.25
Hadera,2011,4,9,9,19.33,0.09,0.26
Hadera,2011,4,9,10,19.27,0.1,0.27
Hadera,2011,4,9,11,19.23,0.05,0.22
Hadera,2011,4,9,12,19.27,0.06,0.23
Hadera,2011,4,9,13,19.27,0.07,0.2
Hadera,2011,4,9,14,19.3,0.08,0.22
Hadera,2011,4,9,15,19.3,0.06,0.21
Hadera,2011,4,9,16,19.28,0.07,0.23
Hadera,2011,4,9,17,19.28,0.06,0.23
Hadera,2011,4,9,18,19.26,0.06,0.22
Hadera,2011,4,9,19,19.24,0.07,0.22
Hadera,2011,4,9,20,19.24,0.06,0.22
Hadera,2011,4,9,21,19.23,0.07,0.24
Hadera,2011,4,9,22,19.23,0.06,0.21
Hadera,2011,4,9,23,19.23,0.05,0.22
Hadera,2011,4,10,0,19.2,0.05,0.21
Hadera,2011,4,10,1,19.17,0.05,0.24
Hadera,2011,4,10,2,19.16,0.04,0.22
Hadera,2011,4,10,3,19.15,0.04,0.19
Hadera,2011,4,10,4,19.09,0.02,0.21
Hadera,2011,4,10,5,19.07,0.03,0.18
Hadera,2011,4,10,6,19.1,0.01,0.2
Hadera,2011,4,10,7,19.1,0.01,0.19
Hadera,2011,4,10,8,19.11,0.01,0.2
Hadera,2011,4,10,9,19.17,0.02,0.27
Hadera,2011,4,10,10,19.23,0.02,0.21
Hadera,2011,4,10,11,19.27,0.01,0.21
Hadera,2011,4,10,12,19.32,0.04,0.19
Hadera,2011,4,10,13,19.38,0.04,0.19
Hadera,2011,4,10,14,19.41,0.06,0.23
Hadera,2011,4,10,15,19.43,0.06,0.24
Hadera,2011,4,10,16,19.44,0.07,0.35
Hadera,2011,4,10,17,19.41,0.07,0.34
Hadera,2011,4,10,18,19.38,0.07,0.27
Hadera,2011,4,10,19,19.39,0.05,0.24
Hadera,2011,4,10,20,19.39,0.04,0.28
Hadera,2011,4,10,21,19.39,0.05,0.27
Hadera,2011,4,10,22,19.4,0.05,0.32
Hadera,2011,4,10,23,19.39,0.05,0.34
Hadera,2011,4,11,0,19.39,0.04,0.43
Hadera,2011,4,11,1,19.38,0.03,0.3
Hadera,2011,4,11,2,19.38,0.04,0.38
Hadera,2011,4,11,3,19.39,0.04,0.42
Hadera,2011,4,11,4,19.38,0.05,0.46
Hadera,2011,4,11,5,19.39,0.05,0.39
Hadera,2011,4,11,6,19.39,0.05,0.33
Hadera,2011,4,11,7,19.41,0.06,0.33
Hadera,2011,4,11,8,19.46,0.05,0.34
Hadera,2011,4,11,9,19.47,0.07,0.41
Hadera,2011,4,11,10,19.52,0.08,0.47
Hadera,2011,4,11,11,19.57,0.11,0.52
Hadera,2011,4,11,12,19.62,0.13,0.57
Hadera,2011,4,11,13,19.64,0.14,0.55
Hadera,2011,4,11,14,19.64,0.12,0.55
Hadera,2011,4,11,15,19.65,0.13,0.58
Hadera,2011,4,11,16,19.67,0.13,0.46
Hadera,2011,4,11,17,19.68,0.13,0.47
Hadera,2011,4,11,18,19.69,0.14,0.56
Hadera,2011,4,11,19,19.68,0.15,0.55
Hadera,2011,4,11,20,19.67,0.15,0.57
Hadera,2011,4,11,21,19.65,0.14,0.52
Hadera,2011,4,11,22,19.65,0.13,0.56
Hadera,2011,4,11,23,19.63,0.14,0.49
Hadera,2011,4,12,0,19.65,0.14,0.54
Hadera,2011,4,12,1,19.66,0.14,0.67
Hadera,2011,4,12,2,19.68,0.14,0.72
Hadera,2011,4,12,3,19.65,0.12,0.63
Hadera,2011,4,12,4,19.58,0.11,0.45
Hadera,2011,4,12,5,19.58,0.12,0.49
Hadera,2011,4,12,6,19.59,0.13,0.52
Hadera,2011,4,12,7,19.61,0.15,0.67
Hadera,2011,4,12,8,19.65,0.17,0.65
Hadera,2011,4,12,9,19.67,0.18,0.81
Hadera,2011,4,12,10,19.67,0.21,0.82
Hadera,2011,4,12,11,19.71,0.22,0.92
Hadera,2011,4,12,12,19.75,0.23,0.97
Hadera,2011,4,12,13,19.76,0.23,1.15
Hadera,2011,4,12,14,19.76,0.24,1.25
Hadera,2011,4,12,15,19.75,0.24,1.14
Hadera,2011,4,12,16,19.73,0.24,1.22
Hadera,2011,4,12,17,19.71,0.23,1.45
Hadera,2011,4,12,18,19.66,0.22,1.15
Hadera,2011,4,12,19,19.69,0.23,1.13
Hadera,2011,4,12,20,19.64,0.22,1.05
Hadera,2011,4,12,21,19.62,0.22,1.04
Hadera,2011,4,12,22,19.66,0.23,1.25
Hadera,2011,4,12,23,19.66,0.22,1.36
Hadera,2011,4,13,0,19.59,0.2,1.31
Hadera,2011,4,13,1,19.56,0.19,1.15
Hadera,2011,4,13,2,19.59,0.21,1.27
Hadera,2011,4,13,3,19.6,0.19,1.25
Hadera,2011,4,13,4,19.63,0.19,1.35
Hadera,2011,4,13,5,19.61,0.17,1.66
Hadera,2011,4,13,6,19.56,0.17,1.34
Hadera,2011,4,13,7,19.49,0.17,1.26
Hadera,2011,4,13,8,19.55,0.22,1.18
Hadera,2011,4,13,9,19.62,0.26,1.23
Hadera,2011,4,13,10,19.65,0.26,1.2
Hadera,2011,4,13,11,19.58,0.22,1.42
Hadera,2011,4,13,12,19.57,0.27,1.48
Hadera,2011,4,13,13,19.63,0.3,1.39
Hadera,2011,4,13,14,19.63,0.29,1.37
Hadera,2011,4,13,15,19.66,0.3,1.23
Hadera,2011,4,13,16,19.66,0.27,1.27
Hadera,2011,4,13,17,19.72,0.26,1.26
Hadera,2011,4,13,18,19.73,0.3,1.33
Hadera,2011,4,13,19,19.67,0.27,1.84
Hadera,2011,4,13,20,19.66,0.25,1.47
